video_id,frame_number,child_id,age,cds_present,face_present,child_present,adult_present,person_age_class,proximity,gaze_direction
48,14270,258704,4.78,0,0,0,0,none,,none
48,14340,258704,4.78,0,0,0,0,none,,none
48,16220,258704,4.78,0,0,0,0,none,,none
48,16240,258704,4.78,0,0,0,0,none,,none
48,16500,258704,4.78,0,0,0,0,none,,none
48,16520,258704,4.78,0,0,0,0,none,,none
48,17160,258704,4.78,0,0,0,0,none,,none
48,17450,258704,4.78,0,0,0,0,none,,none
48,17850,258704,4.78,1,0,0,0,none,,none
48,18200,258704,4.78,0,0,0,0,none,,none
48,18330,258704,4.78,1,0,0,0,none,,none
48,18430,258704,4.78,0,0,0,0,none,,none
48,18640,258704,4.78,0,0,0,0,none,,none
48,19000,258704,4.78,0,0,0,0,none,,none
48,19020,258704,4.78,0,0,0,0,none,,none
48,19030,258704,4.78,0,0,0,0,none,,none
48,19150,258704,4.78,0,0,0,0,none,,none
48,19300,258704,4.78,0,0,0,0,none,,none
48,19570,258704,4.78,0,0,0,0,none,,none
48,20310,258704,4.78,0,0,0,0,none,,none
48,20780,258704,4.78,0,0,0,0,none,,none
48,21550,258704,4.78,1,0,0,0,none,,none
48,21770,258704,4.78,0,0,0,0,none,,none
48,21780,258704,4.78,0,0,0,0,none,,none
48,22090,258704,4.78,0,0,0,0,none,,none
48,23170,258704,4.78,1,0,1,0,child,,none
48,23250,258704,4.78,0,0,1,0,child,,none
48,23810,258704,4.78,0,0,0,0,none,,none
48,25090,258704,4.78,0,0,0,1,adult,,none
48,25190,258704,4.78,0,0,0,1,adult,,none
48,25200,258704,4.78,0,0,0,1,adult,,none
48,25340,258704,4.78,1,0,0,1,adult,,none
48,25470,258704,4.78,0,1,0,1,adult,1.0,0.0
48,25560,258704,4.78,1,0,0,1,adult,,none
48,25770,258704,4.78,1,0,1,0,child,,none
