video_id,frame_number,child_id,kchi_present,age,object_class
41,24210,264774,0,4.5,none
41,24350,264774,0,4.5,none
41,24580,264774,0,4.5,none
41,24660,264774,0,4.5,none
41,24660,264774,0,4.5,none
41,24800,264774,0,4.5,none
41,25180,264774,0,4.5,none
41,25180,264774,0,4.5,5
41,25220,264774,0,4.5,none
41,25710,264774,0,4.5,none
41,25710,264774,0,4.5,6
41,25770,264774,0,4.5,10
41,25770,264774,0,4.5,none
41,25770,264774,0,4.5,6
41,25860,264774,0,4.5,10
41,25860,264774,0,4.5,none
41,26140,264774,0,4.5,none
41,26140,264774,0,4.5,6
41,26190,264774,0,4.5,none
41,26190,264774,0,4.5,none
41,26190,264774,0,4.5,6
41,26700,264774,0,4.5,none
41,29080,264774,0,4.5,none
41,30210,264774,0,4.5,none
41,30210,264774,0,4.5,6
41,30690,264774,0,4.5,none
41,31020,264774,0,4.5,none
41,31020,264774,0,4.5,6
41,31140,264774,0,4.5,none
41,32150,264774,0,4.5,none
41,32380,264774,0,4.5,none
41,32380,264774,0,4.5,6
41,34650,264774,0,4.5,none
41,35210,264774,0,4.5,none
41,35780,264774,0,4.5,none
41,36230,264774,0,4.5,10
41,36230,264774,0,4.5,none
41,36230,264774,0,4.5,6
41,36460,264774,0,4.5,none
41,37140,264774,0,4.5,none
41,37380,264774,0,4.5,none
41,37380,264774,0,4.5,6
41,37600,264774,0,4.5,none
41,37740,264774,0,4.5,none
41,37740,264774,0,4.5,6
41,37750,264774,0,4.5,none
41,37840,264774,0,4.5,none
41,37840,264774,0,4.5,none
41,37840,264774,0,4.5,6
41,38040,264774,0,4.5,none
41,38040,264774,0,4.5,none
41,39090,264774,0,4.5,none
41,39090,264774,0,4.5,none
41,39090,264774,0,4.5,none
41,39090,264774,0,4.5,none
41,40340,264774,0,4.5,none
41,40340,264774,0,4.5,6
41,40700,264774,0,4.5,10
41,40700,264774,0,4.5,none
41,40700,264774,0,4.5,none
41,40700,264774,0,4.5,6
41,40930,264774,0,4.5,10
41,40930,264774,0,4.5,none
41,40930,264774,0,4.5,none
41,40950,264774,0,4.5,10
41,40950,264774,0,4.5,10
41,40950,264774,0,4.5,none
41,40950,264774,0,4.5,none
41,41000,264774,0,4.5,none
41,41000,264774,0,4.5,none
41,41620,264774,0,4.5,none
41,41790,264774,0,4.5,none
41,41860,264774,0,4.5,none
